Export of Imageset Testgame_2018_02_02_Antman (ball annotations in bounding boxes)
[team|NaoDevils]
[set|Testgame_2018_02_02_Antman]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|473|16|597|228|535.0|122.0|124|212
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|383|33|424|152|403.5|92.5|41|119
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|308|50|350|123|329.0|86.5|42|73
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|338|56|371|106|354.5|81.0|33|50
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|74|59|116|126|95.0|92.5|42|67
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|142|59|192|136|167.0|97.5|50|77
label::robot|16_02_2018__11_18_08_0421_upper.png|640|480|167|57|216|130|191.5|93.5|49|73
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|444|68|519|195|481.5|131.5|75|127
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|420|59|473|171|446.5|115.0|53|112
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|361|70|410|143|385.5|106.5|49|73
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|55|61|92|119|73.5|90.0|37|58
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|110|57|152|142|131.0|99.5|42|85
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|142|66|175|138|158.5|102.0|33|72
label::robot|16_02_2018__11_18_08_0425_upper.png|640|480|161|66|194|123|177.5|94.5|33|57
robot|16_02_2018__11_18_08_0426_upper.png|not_in_image
robot|16_02_2018__11_18_08_0427_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0428_upper.png|640|480|552|30|626|160|589.0|95.0|74|130
label::robot|16_02_2018__11_18_08_0428_upper.png|640|480|228|38|264|101|246.0|69.5|36|63
label::robot|16_02_2018__11_18_08_0428_upper.png|640|480|395|39|439|115|417.0|77.0|44|76
label::robot|16_02_2018__11_18_08_0428_upper.png|640|480|137|42|176|122|156.5|82.0|39|80
label::robot|16_02_2018__11_18_08_0428_upper.png|640|480|150|43|186|94|168.0|68.5|36|51
label::robot|16_02_2018__11_18_08_0429_upper.png|640|480|560|96|601|150|580.5|123.0|41|54
label::robot|16_02_2018__11_18_08_0429_upper.png|640|480|531|92|567|174|549.0|133.0|36|82
label::robot|16_02_2018__11_18_08_0430_upper.png|640|480|393|45|441|149|417.0|97.0|48|104
label::robot|16_02_2018__11_18_08_0430_upper.png|640|480|30|37|78|99|54.0|68.0|48|62
label::robot|16_02_2018__11_18_08_0430_upper.png|640|480|213|43|264|106|238.5|74.5|51|63
label::robot|16_02_2018__11_18_08_0430_upper.png|640|480|279|93|346|139|312.5|116.0|67|46
label::robot|16_02_2018__11_18_08_0430_upper.png|640|480|316|56|356|121|336.0|88.5|40|65
label::robot|16_02_2018__11_18_08_0431_upper.png|640|480|527|62|580|134|553.5|98.0|53|72
label::robot|16_02_2018__11_18_08_0431_upper.png|640|480|359|57|407|118|383.0|87.5|48|61
label::robot|16_02_2018__11_18_08_0431_upper.png|640|480|278|59|316|112|297.0|85.5|38|53
label::robot|16_02_2018__11_18_08_0431_upper.png|640|480|250|54|287|129|268.5|91.5|37|75
label::robot|16_02_2018__11_18_08_0431_upper.png|640|480|250|53|272|119|261.0|86.0|22|66
label::robot|16_02_2018__11_18_08_0432_upper.png|640|480|546|51|593|129|569.5|90.0|47|78
label::robot|16_02_2018__11_18_08_0432_upper.png|640|480|375|48|424|103|399.5|75.5|49|55
robot|16_02_2018__11_18_08_0437_upper.png|not_in_image
robot|16_02_2018__11_18_08_0438_upper.png|not_in_image
robot|16_02_2018__11_18_08_0440_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0441_upper.png|640|480|448|0|527|35|487.5|17.5|79|35
label::robot|16_02_2018__11_18_08_0442_upper.png|640|480|158|0|232|86|195.0|43.0|74|86
label::robot|16_02_2018__11_18_08_0442_upper.png|640|480|324|0|365|73|344.5|36.5|41|73
label::robot|16_02_2018__11_18_08_0442_upper.png|640|480|487|2|537|81|512.0|41.5|50|79
label::robot|16_02_2018__11_18_08_0443_upper.png|640|480|499|17|585|171|542.0|94.0|86|154
label::robot|16_02_2018__11_18_08_0443_upper.png|640|480|376|23|421|94|398.5|58.5|45|71
label::robot|16_02_2018__11_18_08_0443_upper.png|640|480|26|0|119|93|72.5|46.5|93|93
label::robot|16_02_2018__11_18_08_0443_upper.png|640|480|181|4|226|90|203.5|47.0|45|86
label::robot|16_02_2018__11_18_08_0443_upper.png|640|480|210|1|257|71|233.5|36.0|47|70
label::robot|16_02_2018__11_18_08_0444_upper.png|640|480|399|0|482|73|440.5|36.5|83|73
label::robot|16_02_2018__11_18_08_0444_upper.png|640|480|509|0|564|69|536.5|34.5|55|69
label::robot|16_02_2018__11_18_08_0444_upper.png|640|480|580|0|639|37|609.5|18.5|59|37
label::robot|16_02_2018__11_18_08_0447_upper.png|640|480|517|64|632|253|574.5|158.5|115|189
label::robot|16_02_2018__11_18_08_0447_upper.png|640|480|611|109|640|413|625.5|261.0|29|304
label::robot|16_02_2018__11_18_08_0447_upper.png|640|480|455|81|518|162|486.5|121.5|63|81
label::robot|16_02_2018__11_18_08_0447_upper.png|640|480|291|103|338|168|314.5|135.5|47|65
label::robot|16_02_2018__11_18_08_0447_upper.png|640|480|199|106|260|198|229.5|152.0|61|92
label::robot|16_02_2018__11_18_08_0447_upper.png|640|480|185|106|232|197|208.5|151.5|47|91
label::robot|16_02_2018__11_18_08_0449_upper.png|640|480|469|0|640|459|554.5|229.5|171|459
label::robot|16_02_2018__11_18_08_0449_upper.png|640|480|215|0|313|152|264.0|76.0|98|152
label::robot|16_02_2018__11_18_08_0449_upper.png|640|480|21|0|85|43|53.0|21.5|64|43
label::robot|16_02_2018__11_18_08_0449_upper.png|640|480|0|0|45|27|22.5|13.5|45|27
label::robot|16_02_2018__11_18_08_0449_upper.png|640|480|312|0|350|39|331.0|19.5|38|39
label::robot|16_02_2018__11_18_08_0450_upper.png|640|480|302|1|554|480|428.0|240.5|252|479
label::robot|16_02_2018__11_18_08_0450_upper.png|640|480|191|29|245|104|218.0|66.5|54|75
label::robot|16_02_2018__11_18_08_0451_upper.png|640|480|579|0|640|393|609.5|196.5|61|393
label::robot|16_02_2018__11_18_08_0451_upper.png|640|480|170|0|220|55|195.0|27.5|50|55
label::robot|16_02_2018__11_18_08_0453_upper.png|640|480|81|0|191|165|136.0|82.5|110|165
robot|16_02_2018__11_18_08_0454_upper.png|not_in_image
robot|16_02_2018__11_18_08_0455_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0456_upper.png|640|480|199|33|309|217|254.0|125.0|110|184
label::robot|16_02_2018__11_18_08_0458_upper.png|640|480|437|21|579|239|508.0|130.0|142|218
label::robot|16_02_2018__11_18_08_0458_upper.png|640|480|0|0|201|478|100.5|239.0|201|478
label::robot|16_02_2018__11_18_08_0459_upper.png|640|480|295|0|454|220|374.5|110.0|159|220
label::robot|16_02_2018__11_18_08_0461_upper.png|640|480|0|0|282|341|141.0|170.5|282|341
robot|16_02_2018__11_18_08_0462_upper.png|not_in_image
robot|16_02_2018__11_18_08_0463_upper.png|not_in_image
robot|16_02_2018__11_18_08_0464_upper.png|not_in_image
robot|16_02_2018__11_18_08_0465_upper.png|not_in_image
robot|16_02_2018__11_18_08_0466_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0467_upper.png|640|480|139|0|196|33|167.5|16.5|57|33
label::robot|16_02_2018__11_18_08_0467_upper.png|640|480|223|4|254|29|238.5|16.5|31|25
label::robot|16_02_2018__11_18_08_0467_upper.png|640|480|297|0|340|60|318.5|30.0|43|60
label::robot|16_02_2018__11_18_08_0467_upper.png|640|480|383|0|445|125|414.0|62.5|62|125
label::robot|16_02_2018__11_18_08_0467_upper.png|640|480|355|0|429|106|392.0|53.0|74|106
label::robot|16_02_2018__11_18_08_0469_upper.png|640|480|419|55|521|300|470.0|177.5|102|245
label::robot|16_02_2018__11_18_08_0469_upper.png|640|480|160|69|201|121|180.5|95.0|41|52
label::robot|16_02_2018__11_18_08_0469_upper.png|640|480|0|37|39|227|19.5|132.0|39|190
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|321|73|390|208|355.5|140.5|69|135
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|512|92|553|159|532.5|125.5|41|67
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|296|78|330|135|313.0|106.5|34|57
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|244|68|308|219|276.0|143.5|64|151
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|93|63|146|135|119.5|99.0|53|72
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|173|68|203|121|188.0|94.5|30|53
label::robot|16_02_2018__11_18_08_0471_upper.png|640|480|190|70|243|155|216.5|112.5|53|85
label::robot|16_02_2018__11_18_08_0472_upper.png|640|480|199|0|303|259|251.0|129.5|104|259
label::robot|16_02_2018__11_18_08_0474_upper.png|640|480|350|13|426|167|388.0|90.0|76|154
label::robot|16_02_2018__11_18_08_0474_upper.png|640|480|328|19|362|76|345.0|47.5|34|57
label::robot|16_02_2018__11_18_08_0474_upper.png|640|480|204|4|277|139|240.5|71.5|73|135
label::robot|16_02_2018__11_18_08_0474_upper.png|640|480|146|6|196|116|171.0|61.0|50|110
label::robot|16_02_2018__11_18_08_0474_upper.png|640|480|111|2|156|80|133.5|41.0|45|78
label::robot|16_02_2018__11_18_08_0474_upper.png|640|480|196|12|231|65|213.5|38.5|35|53
label::robot|16_02_2018__11_18_08_0475_upper.png|640|480|24|4|159|316|91.5|160.0|135|312
label::robot|16_02_2018__11_18_08_0476_upper.png|640|480|579|59|640|343|609.5|201.0|61|284
label::robot|16_02_2018__11_18_08_0477_upper.png|640|480|530|14|640|313|585.0|163.5|110|299
label::robot|16_02_2018__11_18_08_0477_upper.png|640|480|431|49|462|106|446.5|77.5|31|57
label::robot|16_02_2018__11_18_08_0477_upper.png|640|480|217|6|296|150|256.5|78.0|79|144
label::robot|16_02_2018__11_18_08_0477_upper.png|640|480|45|4|111|123|78.0|63.5|66|119
label::robot|16_02_2018__11_18_08_0477_upper.png|640|480|202|20|245|81|223.5|50.5|43|61
label::robot|16_02_2018__11_18_08_0479_upper.png|640|480|192|91|320|334|256.0|212.5|128|243
label::robot|16_02_2018__11_18_08_0479_upper.png|640|480|37|96|79|152|58.0|124.0|42|56
label::robot|16_02_2018__11_18_08_0482_upper.png|640|480|227|136|359|386|293.0|261.0|132|250
label::robot|16_02_2018__11_18_08_0482_upper.png|640|480|87|128|124|190|105.5|159.0|37|62
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|552|86|640|370|596.0|228.0|88|284
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|468|107|501|158|484.5|132.5|33|51
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|297|70|375|202|336.0|136.0|78|132
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|183|56|221|134|202.0|95.0|38|78
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|131|51|176|107|153.5|79.0|45|56
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|34|36|104|147|69.0|91.5|70|111
label::robot|16_02_2018__11_18_08_0483_upper.png|640|480|0|33|40|153|20.0|93.0|40|120
label::robot|16_02_2018__11_18_08_0484_upper.png|640|480|248|0|365|217|306.5|108.5|117|217
label::robot|16_02_2018__11_18_08_0484_upper.png|640|480|215|8|258|63|236.5|35.5|43|55
label::robot|16_02_2018__11_18_08_0484_upper.png|640|480|0|0|82|113|41.0|56.5|82|113
label::robot|16_02_2018__11_18_08_0486_upper.png|640|480|608|27|640|276|624.0|151.5|32|249
label::robot|16_02_2018__11_18_08_0486_upper.png|640|480|394|35|470|161|432.0|98.0|76|126
label::robot|16_02_2018__11_18_08_0486_upper.png|640|480|279|30|310|85|294.5|57.5|31|55
label::robot|16_02_2018__11_18_08_0486_upper.png|640|480|248|25|281|94|264.5|59.5|33|69
label::robot|16_02_2018__11_18_08_0486_upper.png|640|480|142|11|199|117|170.5|64.0|57|106
label::robot|16_02_2018__11_18_08_0486_upper.png|640|480|174|16|221|109|197.5|62.5|47|93
label::robot|16_02_2018__11_18_08_0488_upper.png|640|480|165|4|242|189|203.5|96.5|77|185
label::robot|16_02_2018__11_18_08_0488_upper.png|640|480|244|36|277|87|260.5|61.5|33|51
label::robot|16_02_2018__11_18_08_0488_upper.png|640|480|0|0|66|121|33.0|60.5|66|121
label::robot|16_02_2018__11_18_08_0491_upper.png|640|480|275|16|351|198|313.0|107.0|76|182
label::robot|16_02_2018__11_18_08_0491_upper.png|640|480|69|5|134|99|101.5|52.0|65|94
label::robot|16_02_2018__11_18_08_0491_upper.png|640|480|0|0|31|80|15.5|40.0|31|80
label::robot|16_02_2018__11_18_08_0496_upper.png|640|480|219|97|270|185|244.5|141.0|51|88
label::robot|16_02_2018__11_18_08_0496_upper.png|640|480|288|105|327|159|307.5|132.0|39|54
label::robot|16_02_2018__11_18_08_0496_upper.png|640|480|324|104|370|185|347.0|144.5|46|81
label::robot|16_02_2018__11_18_08_0496_upper.png|640|480|359|101|384|176|371.5|138.5|25|75
label::robot|16_02_2018__11_18_08_0496_upper.png|640|480|406|107|444|174|425.0|140.5|38|67
label::robot|16_02_2018__11_18_08_0496_upper.png|640|480|402|109|430|162|416.0|135.5|28|53
label::robot|16_02_2018__11_18_08_0497_upper.png|640|480|401|118|442|183|421.5|150.5|41|65
label::robot|16_02_2018__11_18_08_0497_upper.png|640|480|340|117|390|203|365.0|160.0|50|86
label::robot|16_02_2018__11_18_08_0497_upper.png|640|480|364|123|400|190|382.0|156.5|36|67
label::robot|16_02_2018__11_18_08_0497_upper.png|640|480|295|121|333|176|314.0|148.5|38|55
label::robot|16_02_2018__11_18_08_0497_upper.png|640|480|235|115|281|197|258.0|156.0|46|82
robot|16_02_2018__11_18_08_0498_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0499_upper.png|640|480|275|99|316|180|295.5|139.5|41|81
label::robot|16_02_2018__11_18_08_0499_upper.png|640|480|312|104|351|161|331.5|132.5|39|57
label::robot|16_02_2018__11_18_08_0499_upper.png|640|480|357|110|412|195|384.5|152.5|55|85
label::robot|16_02_2018__11_18_08_0499_upper.png|640|480|390|112|420|181|405.0|146.5|30|69
label::robot|16_02_2018__11_18_08_0499_upper.png|640|480|411|115|432|168|421.5|141.5|21|53
label::robot|16_02_2018__11_18_08_0499_upper.png|640|480|419|110|452|167|435.5|138.5|33|57
label::robot|16_02_2018__11_18_08_0500_upper.png|640|480|253|148|302|230|277.5|189.0|49|82
label::robot|16_02_2018__11_18_08_0500_upper.png|640|480|294|159|337|209|315.5|184.0|43|50
label::robot|16_02_2018__11_18_08_0500_upper.png|640|480|413|162|444|209|428.5|185.5|31|47
label::robot|16_02_2018__11_18_08_0500_upper.png|640|480|388|162|423|215|405.5|188.5|35|53
label::robot|16_02_2018__11_18_08_0500_upper.png|640|480|351|153|404|238|377.5|195.5|53|85
label::robot|16_02_2018__11_18_08_0502_upper.png|640|480|27|76|66|144|46.5|110.0|39|68
robot|16_02_2018__11_18_08_0504_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0505_upper.png|640|480|457|99|505|177|481.0|138.0|48|78
label::robot|16_02_2018__11_18_08_0505_upper.png|640|480|497|94|546|162|521.5|128.0|49|68
label::robot|16_02_2018__11_18_08_0505_upper.png|640|480|567|98|635|197|601.0|147.5|68|99
label::robot|16_02_2018__11_18_08_0505_upper.png|640|480|605|91|640|187|622.5|139.0|35|96
label::robot|16_02_2018__11_18_08_0506_upper.png|640|480|383|49|480|239|431.5|144.0|97|190
label::robot|16_02_2018__11_18_08_0506_upper.png|640|480|448|81|480|133|464.0|107.0|32|52
label::robot|16_02_2018__11_18_08_0506_upper.png|640|480|59|23|133|131|96.0|77.0|74|108
label::robot|16_02_2018__11_18_08_0506_upper.png|640|480|0|25|25|109|12.5|67.0|25|84
label::robot|16_02_2018__11_18_08_0506_upper.png|640|480|112|32|147|97|129.5|64.5|35|65
label::robot|16_02_2018__11_18_08_0506_upper.png|640|480|81|28|129|109|105.0|68.5|48|81
label::robot|16_02_2018__11_18_08_0507_upper.png|640|480|478|13|525|91|501.5|52.0|47|78
label::robot|16_02_2018__11_18_08_0507_upper.png|640|480|506|11|547|84|526.5|47.5|41|73
label::robot|16_02_2018__11_18_08_0507_upper.png|640|480|576|4|635|115|605.5|59.5|59|111
label::robot|16_02_2018__11_18_08_0507_upper.png|640|480|613|6|640|94|626.5|50.0|27|88
label::robot|16_02_2018__11_18_08_0508_upper.png|640|480|414|60|509|256|461.5|158.0|95|196
label::robot|16_02_2018__11_18_08_0508_upper.png|640|480|0|30|50|116|25.0|73.0|50|86
label::robot|16_02_2018__11_18_08_0508_upper.png|640|480|87|35|158|143|122.5|89.0|71|108
label::robot|16_02_2018__11_18_08_0508_upper.png|640|480|123|44|161|116|142.0|80.0|38|72
label::robot|16_02_2018__11_18_08_0508_upper.png|640|480|146|48|178|110|162.0|79.0|32|62
label::robot|16_02_2018__11_18_08_0511_upper.png|640|480|438|123|500|235|469.0|179.0|62|112
label::robot|16_02_2018__11_18_08_0511_upper.png|640|480|328|123|365|178|346.5|150.5|37|55
label::robot|16_02_2018__11_18_08_0511_upper.png|640|480|324|165|384|202|354.0|183.5|60|37
label::robot|16_02_2018__11_18_08_0511_upper.png|640|480|390|118|423|195|406.5|156.5|33|77
label::robot|16_02_2018__11_18_08_0511_upper.png|640|480|429|117|461|176|445.0|146.5|32|59
label::robot|16_02_2018__11_18_08_0513_upper.png|640|480|233|44|334|233|283.5|138.5|101|189
label::robot|16_02_2018__11_18_08_0513_upper.png|640|480|316|82|345|135|330.5|108.5|29|53
label::robot|16_02_2018__11_18_08_0513_upper.png|640|480|25|38|100|168|62.5|103.0|75|130
label::robot|16_02_2018__11_18_08_0515_upper.png|640|480|584|0|622|42|603.0|21.0|38|42
label::robot|16_02_2018__11_18_08_0515_upper.png|640|480|485|0|530|64|507.5|32.0|45|64
label::robot|16_02_2018__11_18_08_0515_upper.png|640|480|522|4|561|61|541.5|32.5|39|57
label::robot|16_02_2018__11_18_08_0518_upper.png|640|480|473|66|565|227|519.0|146.5|92|161
label::robot|16_02_2018__11_18_08_0518_upper.png|640|480|355|61|401|131|378.0|96.0|46|70
label::robot|16_02_2018__11_18_08_0518_upper.png|640|480|241|43|282|127|261.5|85.0|41|84
label::robot|16_02_2018__11_18_08_0518_upper.png|640|480|288|48|333|121|310.5|84.5|45|73
label::robot|16_02_2018__11_18_08_0518_upper.png|640|480|306|48|332|104|319.0|76.0|26|56
label::robot|16_02_2018__11_18_08_0518_upper.png|640|480|327|59|356|112|341.5|85.5|29|53
label::robot|16_02_2018__11_18_08_0519_upper.png|640|480|476|0|501|25|488.5|12.5|25|25
label::robot|16_02_2018__11_18_08_0519_upper.png|640|480|367|2|400|24|383.5|13.0|33|22
label::robot|16_02_2018__11_18_08_0519_upper.png|640|480|407|0|438|27|422.5|13.5|31|27
label::robot|16_02_2018__11_18_08_0520_upper.png|640|480|215|0|284|144|249.5|72.0|69|144
label::robot|16_02_2018__11_18_08_0520_upper.png|640|480|25|0|110|131|67.5|65.5|85|131
label::robot|16_02_2018__11_18_08_0520_upper.png|640|480|160|0|191|47|175.5|23.5|31|47
label::robot|16_02_2018__11_18_08_0521_upper.png|640|480|565|250|640|444|602.5|347.0|75|194
label::robot|16_02_2018__11_18_08_0521_upper.png|640|480|269|247|316|321|292.5|284.0|47|74
label::robot|16_02_2018__11_18_08_0521_upper.png|640|480|315|245|350|315|332.5|280.0|35|70
label::robot|16_02_2018__11_18_08_0521_upper.png|640|480|346|247|387|316|366.5|281.5|41|69
label::robot|16_02_2018__11_18_08_0522_upper.png|640|480|406|63|475|213|440.5|138.0|69|150
label::robot|16_02_2018__11_18_08_0522_upper.png|640|480|299|48|387|196|343.0|122.0|88|148
label::robot|16_02_2018__11_18_08_0522_upper.png|640|480|43|23|93|91|68.0|57.0|50|68
label::robot|16_02_2018__11_18_08_0522_upper.png|640|480|11|14|63|93|37.0|53.5|52|79
robot|16_02_2018__11_18_08_0524_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0531_upper.png|640|480|345|84|402|227|373.5|155.5|57|143
label::robot|16_02_2018__11_18_08_0531_upper.png|640|480|174|123|307|232|240.5|177.5|133|109
label::robot|16_02_2018__11_18_08_0531_upper.png|640|480|229|75|256|139|242.5|107.0|27|64
label::robot|16_02_2018__11_18_08_0531_upper.png|640|480|13|55|72|137|42.5|96.0|59|82
label::robot|16_02_2018__11_18_08_0533_upper.png|640|480|255|105|280|173|267.5|139.0|25|68
label::robot|16_02_2018__11_18_08_0533_upper.png|640|480|501|193|640|295|570.5|244.0|139|102
label::robot|16_02_2018__11_18_08_0533_upper.png|640|480|511|124|561|190|536.0|157.0|50|66
label::robot|16_02_2018__11_18_08_0533_upper.png|640|480|333|118|382|180|357.5|149.0|49|62
label::robot|16_02_2018__11_18_08_0533_upper.png|640|480|271|105|303|178|287.0|141.5|32|73
label::robot|16_02_2018__11_18_08_0533_upper.png|640|480|241|105|276|185|258.5|145.0|35|80
label::robot|16_02_2018__11_18_08_0534_upper.png|640|480|534|177|640|272|587.0|224.5|106|95
label::robot|16_02_2018__11_18_08_0534_upper.png|640|480|510|97|561|177|535.5|137.0|51|80
label::robot|16_02_2018__11_18_08_0534_upper.png|640|480|330|94|380|165|355.0|129.5|50|71
label::robot|16_02_2018__11_18_08_0534_upper.png|640|480|246|92|287|167|266.5|129.5|41|75
label::robot|16_02_2018__11_18_08_0534_upper.png|640|480|239|90|269|142|254.0|116.0|30|52
label::robot|16_02_2018__11_18_08_0534_upper.png|640|480|267|93|302|141|284.5|117.0|35|48
label::robot|16_02_2018__11_18_08_0535_upper.png|640|480|522|79|616|252|569.0|165.5|94|173
label::robot|16_02_2018__11_18_08_0535_upper.png|640|480|402|125|537|244|469.5|184.5|135|119
label::robot|16_02_2018__11_18_08_0535_upper.png|640|480|375|87|419|158|397.0|122.5|44|71
label::robot|16_02_2018__11_18_08_0535_upper.png|640|480|205|69|263|155|234.0|112.0|58|86
label::robot|16_02_2018__11_18_08_0535_upper.png|640|480|136|72|186|148|161.0|110.0|50|76
label::robot|16_02_2018__11_18_08_0535_upper.png|640|480|105|68|146|138|125.5|103.0|41|70
label::robot|16_02_2018__11_18_08_0536_upper.png|640|480|546|121|640|242|593.0|181.5|94|121
robot|16_02_2018__11_18_08_0537_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0540_upper.png|640|480|431|63|504|258|467.5|160.5|73|195
label::robot|16_02_2018__11_18_08_0540_upper.png|640|480|315|60|373|196|344.0|128.0|58|136
label::robot|16_02_2018__11_18_08_0540_upper.png|640|480|240|60|285|142|262.5|101.0|45|82
label::robot|16_02_2018__11_18_08_0540_upper.png|640|480|43|35|121|146|82.0|90.5|78|111
label::robot|16_02_2018__11_18_08_0540_upper.png|640|480|0|27|37|150|18.5|88.5|37|123
label::robot|16_02_2018__11_18_08_0541_upper.png|640|480|469|20|507|84|488.0|52.0|38|64
label::robot|16_02_2018__11_18_08_0541_upper.png|640|480|518|17|601|124|559.5|70.5|83|107
label::robot|16_02_2018__11_18_08_0541_upper.png|640|480|534|56|619|88|576.5|72.0|85|32
label::robot|16_02_2018__11_18_08_0541_upper.png|640|480|593|14|640|133|616.5|73.5|47|119
label::robot|16_02_2018__11_18_08_0542_upper.png|640|480|586|91|640|242|613.0|166.5|54|151
label::robot|16_02_2018__11_18_08_0542_upper.png|640|480|467|88|517|176|492.0|132.0|50|88
label::robot|16_02_2018__11_18_08_0542_upper.png|640|480|178|72|214|140|196.0|106.0|36|68
label::robot|16_02_2018__11_18_08_0542_upper.png|640|480|239|66|287|180|263.0|123.0|48|114
label::robot|16_02_2018__11_18_08_0542_upper.png|640|480|283|75|344|185|313.5|130.0|61|110
label::robot|16_02_2018__11_18_08_0543_upper.png|640|480|304|32|379|217|341.5|124.5|75|185
label::robot|16_02_2018__11_18_08_0543_upper.png|640|480|228|29|291|171|259.5|100.0|63|142
label::robot|16_02_2018__11_18_08_0543_upper.png|640|480|93|20|142|107|117.5|63.5|49|87
label::robot|16_02_2018__11_18_08_0545_upper.png|640|480|454|72|505|164|479.5|118.0|51|92
label::robot|16_02_2018__11_18_08_0545_upper.png|640|480|266|75|336|193|301.0|134.0|70|118
label::robot|16_02_2018__11_18_08_0545_upper.png|640|480|109|131|241|213|175.0|172.0|132|82
label::robot|16_02_2018__11_18_08_0545_upper.png|640|480|143|79|189|144|166.0|111.5|46|65
label::robot|16_02_2018__11_18_08_0545_upper.png|640|480|230|80|260|130|245.0|105.0|30|50
label::robot|16_02_2018__11_18_08_0545_upper.png|640|480|260|87|286|141|273.0|114.0|26|54
label::robot|16_02_2018__11_18_08_0546_upper.png|640|480|433|86|494|219|463.5|152.5|61|133
label::robot|16_02_2018__11_18_08_0546_upper.png|640|480|322|125|395|222|358.5|173.5|73|97
label::robot|16_02_2018__11_18_08_0546_upper.png|640|480|309|91|341|156|325.0|123.5|32|65
label::robot|16_02_2018__11_18_08_0546_upper.png|640|480|411|96|443|154|427.0|125.0|32|58
label::robot|16_02_2018__11_18_08_0546_upper.png|640|480|389|96|413|147|401.0|121.5|24|51
label::robot|16_02_2018__11_18_08_0547_upper.png|640|480|230|55|287|142|258.5|98.5|57|87
label::robot|16_02_2018__11_18_08_0547_upper.png|640|480|26|29|106|174|66.0|101.5|80|145
label::robot|16_02_2018__11_18_08_0547_upper.png|640|480|12|38|37|105|24.5|71.5|25|67
label::robot|16_02_2018__11_18_08_0547_upper.png|640|480|410|61|500|282|455.0|171.5|90|221
label::robot|16_02_2018__11_18_08_0547_upper.png|640|480|462|63|546|242|504.0|152.5|84|179
label::robot|16_02_2018__11_18_08_0548_upper.png|640|480|531|63|602|154|566.5|108.5|71|91
label::robot|16_02_2018__11_18_08_0548_upper.png|640|480|233|53|271|117|252.0|85.0|38|64
label::robot|16_02_2018__11_18_08_0548_upper.png|640|480|275|69|328|174|301.5|121.5|53|105
label::robot|16_02_2018__11_18_08_0548_upper.png|640|480|328|50|399|198|363.5|124.0|71|148
label::robot|16_02_2018__11_18_08_0548_upper.png|640|480|307|51|341|106|324.0|78.5|34|55
label::robot|16_02_2018__11_18_08_0549_upper.png|640|480|518|55|583|155|550.5|105.0|65|100
label::robot|16_02_2018__11_18_08_0549_upper.png|640|480|204|39|248|111|226.0|75.0|44|72
label::robot|16_02_2018__11_18_08_0549_upper.png|640|480|302|44|373|176|337.5|110.0|71|132
label::robot|16_02_2018__11_18_08_0549_upper.png|640|480|260|44|313|172|286.5|108.0|53|128
label::robot|16_02_2018__11_18_08_0552_upper.png|640|480|491|5|567|113|529.0|59.0|76|108
label::robot|16_02_2018__11_18_08_0552_upper.png|640|480|356|0|386|61|371.0|30.5|30|61
label::robot|16_02_2018__11_18_08_0552_upper.png|640|480|187|0|299|147|243.0|73.5|112|147
label::robot|16_02_2018__11_18_08_0552_upper.png|640|480|134|0|216|133|175.0|66.5|82|133
label::robot|16_02_2018__11_18_08_0552_upper.png|640|480|119|0|170|53|144.5|26.5|51|53
label::robot|16_02_2018__11_18_08_0553_upper.png|640|480|251|61|325|174|288.0|117.5|74|113
label::robot|16_02_2018__11_18_08_0553_upper.png|640|480|122|47|165|135|143.5|91.0|43|88
label::robot|16_02_2018__11_18_08_0553_upper.png|640|480|0|0|64|261|32.0|130.5|64|261
label::robot|16_02_2018__11_18_08_0554_upper.png|640|480|429|94|640|411|534.5|252.5|211|317
